"regne";"phylum";"classe";"ordre";"famille";"genre";"espece";"abond1";"abond2";"abond3";"abond4";"abond5";"abond6";"abond7";"abond8";"abond9";"abond10";"abond11";"abond12";"abond13";"abond14";"abond15";"abond16";"abond17";"abond18";"abond19";"abond20";"abond21";"abond22";"abond23";"abond24";"abond25";"abond26";"abond27";"abond28";"abond29";"abond30";"abond31";"abond32";"abond33";"abond34"
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp.";2.32284677582293e-05;0;8.2996004874129e-06;1.87399991226273e-05;5.97048379597356e-05;2.38433397206991e-06;4.28995578352551e-05;2.70480588043452e-05;1.17811961764559e-05;2.00809029954123e-05;0.000211006822249436;0.000143344723164896;0;0.000434575692692989;0.000107093592306246;5.40051844977118e-05;1.96994520269095e-05;6.89493498076313e-06;0.00101683719234539;3.74130940591374e-07;1.8367474386557e-06;8.05068174636789e-05;4.68566187466353e-05;5.67627804265559e-05;3.84352989785819e-05;0.000116113088371303;5.67356009385246e-05;0.000155725369151186;2.49006246355339e-05;7.98534307637772e-06;1.76856160673822e-05;0;9.94538856359392e-05;0.000122160371101802
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp. CAG:530";3.50618381256292e-06;0;0;5.11090885162563e-06;6.33738503483227e-06;0;0;4.35256118690613e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.41033666843591e-06;0;0;1.18044201998627e-05;0;0;3.95382419959391e-06;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp. CAG:545";1.27099163205406e-05;0;6.79058221697419e-06;2.00177263355337e-05;0.000190455097625749;2.18563947439742e-05;1.52975167474553e-05;0;5.20096709253296e-05;0;0;0;0;0;0;0;8.20810501121227e-06;0;0;3.81613559403201e-05;0;1.71832732926429e-05;1.99389867006959e-05;0.000349036520026755;0.000404531521749575;7.48091788262873e-05;5.23951724514244e-05;1.4122153574985e-05;4.87917644885462e-05;6.35355557816141e-05;0;1.06254464730874e-05;0.000125001672771777;3.21086171778149e-05
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides sp. CAG:709";0.000657409464855547;0;1.73537101100452e-05;0.000109032722168013;0.000451288523796214;0.0006854960169701;0.000787822112493948;4.04166395926998e-06;5.20096709253296e-05;9.21746367002533e-06;0;0;0;0;0;0;2.05202625280307e-06;2.54023920343905e-06;4.54815357598575e-05;0.00353291847200434;0.000139286680764724;0.000975309863739825;2.09359360357307e-05;0.000252157736125662;0.000538734774016457;3.84155242621475e-05;9.61094879286483e-06;0;0.000200887471721808;1.18044201998627e-05;5.36884773474102e-06;1.30774725822614e-05;0.000169406159936447;5.53596847893361e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides stercoris";1.22716433439702e-05;6.48265529560908e-06;0;0;0;0;0;0;4.31019372309362e-06;3.950341572868e-06;2.10093372802469e-05;4.76196029496943e-05;0;0.000219234601689364;4.68339324954431e-05;0.000795276346529267;0.000128867248676033;0;8.51876384073521e-05;0.000464296497273895;0;0;9.96949335034793e-07;2.01944507286785e-05;3.84352989785819e-06;0;0;1.14503947905284e-06;5.75406326037338e-05;4.9648002605305e-05;3.75819341431872e-05;4.08671018195668e-06;0.000282850500432488;9.22661413155602e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides thetaiotaomicron";6.74940383918362e-05;0.00194191540855134;4.52705481131613e-05;0.00849731187489858;0.000847875408344401;0.00376486334189839;0.0411666152315379;0.000190890897768597;0.000556014990279076;0.00034993442432989;0.0640781742216041;0.00709434901087282;0.000202051030646356;0.00432479186939129;0.0259566142938411;0.000282827151406535;0.00154394455260903;0.00148059656429019;0.029804483540918;0.0128360584407494;0.000828985343979938;0.0122115795533049;3.5557859616241e-05;0.00041344044397227;1.56944137495876e-05;2.71508216589614e-05;0.000230042709816313;0.00070610767874925;2.92750586931277e-05;0.00915884131977584;0.00615017298743216;0.0323790047716428;0.000257910993942741;0.000236570386333096
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides uniformis";2.98025624067848e-05;9.3638354269909e-06;3.01803654087742e-06;0.000149068174839081;0.000284848779986671;0.000319500752257368;4.95506520732791e-05;2.14519087068945e-05;0.000260048354626648;7.4068904491275e-05;2.67945171110395e-05;4.85914315813207e-05;9.78352358919197e-05;7.69717112488615e-05;8.89844717413418e-05;9.20088328479534e-06;1.96994520269095e-05;0.000204670701534232;0.000132834961584346;0.000158257387870151;0;9.67354644622861e-05;4.32011378515077e-06;3.82057175947973e-06;0.000181286493515645;2.88838528286824e-06;2.44924178914942e-05;5.87786932580457e-05;1.17773224627525e-05;5.27727020699745e-05;0.000191699445587518;1.79815248006094e-05;7.29936775309645e-05;3.57992628304373e-05
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides xylanisolvens";4.90865733758809e-05;1.72870807882909e-05;7.31873861162774e-05;3.32209075355666e-05;7.53815272564259e-05;1.70877267998344e-05;7.81503572967825e-05;3.0778825535979e-05;3.44815497847489e-05;3.81866352043907e-05;6.3941461287708e-05;1.26337722111434e-05;2.12685295417217e-06;5.93011627520412e-05;5.99474335941671e-05;6.00057605530131e-06;2.91387727898036e-05;9.29001765829138e-05;4.54815357598575e-05;4.75146294551045e-05;1.25511074974806e-05;6.20507091123217e-05;7.31096179025515e-06;0.000305918638741198;1.9217649489291e-05;6.35444762231012e-06;2.41823872852728e-05;0.000102290193462054;1.91802108679113e-05;2.18728962526868e-05;4.20033381600327e-05;7.43781253116117e-05;1.79442790596954e-05;2.54654550030946e-05
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";NA;0.00333087462193477;0.00402861011870462;0.00209451735936893;0.00909315866518393;0.00616560854573024;0.00751979195891316;0.0130707303965648;0.0343050218918283;0.0116981531107243;0.00204397256882812;0.0276787361757038;0.0110239380828542;0.00160896425983124;0.0260460889834912;0.0141210550998094;0.00459164079751656;0.0144491376564875;0.00448170773749604;0.00739111052554637;0.0399654153358517;0.00165429719308256;0.00617897779252852;0.00279810446699765;0.00692451341607418;0.00766944361701787;0.00402178766786573;0.00281910830237161;0.00697825226517435;0.00330269771348332;0.00752323474443604;0.0276666198208384;0.0600517540977443;0.00573243680876508;0.00298979204318941
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";NA;"Bacteroidaceae bacterium";0.00313146041759526;0.00166532211593869;0.00116345308650824;0.000267896805639377;0.0012581377027046;0.00429378809470257;0.00210906198287742;0.000453599055121146;0.00486936952210296;0.000155050906735069;0.000331582149249114;0;0;4.76206306948209e-05;4.05894081627173e-06;4.28041091944827e-05;9.15203708750168e-05;5.334502327222e-05;1.15508662247257e-05;5.27524626233837e-05;2.29593429831962e-05;3.81850517614287e-06;0.000398447417568906;0.00103319176295645;0.00701796529933091;0.000287105497117103;0.00153372140897749;0.000132442899743778;0.0012918040267002;0.000920397586759885;0.000636050549280495;0.000145486882477658;0.00550980609229564;0.0021874456783093
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";NA;NA;0.00389230230492141;0.00153638930505935;0.00128945611208988;0.00145959038621009;0.00507824669238533;0.0112286234524679;0.00261587536381485;0.00663330324884494;0.0192740369446818;0.00274746256392969;0.00747475682453306;0.0665056346624062;0.000640714452444366;0.00139986684193455;0.0270672029464164;0.0111850737670816;0.00731916723849798;0.000488451709689851;0.0669314943391731;0.030153831418843;0.000950516799504323;0.0024918928361979;0.000983324360789318;0.00264956651519919;0.00382975724905753;0.00176047082990819;0.00558241109562336;0.0201645269059468;0.00361193655186245;0.00818705978626361;0.00326078546242359;0.0142675225872472;0.00446325924069543;0.00165156392954853
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";NA;0.0658237800781265;0.0216030886251008;0.0348319142274015;0.0466468391797162;0.0591775008155214;0.0309307724526769;0.0214737228568844;0.0213735626055302;0.0553710473368462;0.00129900398721143;0.0683933094090774;0.0433605639715915;0.00365871879441467;0.0625112125620229;0.0922740871598217;0.0228053893173745;0.0688167524140037;0.0345585027975291;0.21228145851344;0.113937836647697;0.0100399676242651;0.0515437739113999;0.00325935969267375;0.00396056842466638;0.0258041785575873;0.000264864930439017;0.0108516912789631;0.0915062116483339;0.000405812882573702;0.0233428937563991;0.0252563230025123;0.12589928057554;0.0289033673200006;0.0171585497681721
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Phocaeicola";"Phocaeicola vulgatus";0.00773069703372467;0.00171790365333641;0.000217298630943174;0.00218150626150221;0.004780723142329;0.000511837026004341;0.000810435832903229;0.00325385038443997;0.00709572825320492;0.00231950889353566;0.0150825727851743;0.0132013201320132;0.000593923687452578;0.00832672185268813;0.0298956602429245;9.48091016737607e-05;0.0182314324456541;0.000140076047503925;0.116529109085298;0.0362734912140961;0.000209389208006749;0.00199135044935851;0.000215008739922504;0.00253795124022582;0.000493573297716623;0.000193232975423885;0.00371602684617025;0.0540721993193122;7.974929781921e-05;0.00132452538419048;0.000474985117238265;0.0175646803620498;0.00260526600720934;0.00486353284102581
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Dysgonomonadaceae";"Petrimonas";"Petrimonas mucosa";6.13582167198511e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4978097330903e-06;5.2004992479278e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;"Muribaculaceae bacterium";0.000941410353673144;0.000197360838999654;0.000556073232656664;0.000379484982233203;0.00081618848317024;0.00041447672214482;0.00170134990608655;0.000219804339938759;0.000418950829884699;0.00349572309685711;0.000708836770846591;1.4091515158583e-05;0;9.04492482379618e-05;8.99211503912507e-05;2.20021122027715e-05;0.000233110182318428;0.00164752656908761;0.000249426517540171;0.000186691339355096;0.000112959967477325;0.000256794473095608;0.00104247668800138;0.000467201346587806;0.0042201958278483;0.000470517962579236;0.00157061505111785;0.00153320786245175;0.000843592783260589;0.00127487738158517;0.00125757362821993;0.000108706490840048;0.00230112568416366;0.00996326700381945
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;0.000218259942332042;2.37697360839e-05;5.9606221682329e-05;4.38686343097867e-05;0.000621063733413562;0.000600057382970928;0.00202791863317353;0.000221047928849304;0.000399411285006675;0.00134937084226549;0.00025637481144881;0;0;6.58901808356013e-05;7.74321017257992e-05;9.00086408295196e-05;8.61851026177289e-05;0.000236968028549386;5.59495082760152e-05;0.000102886008662628;1.04082354857156e-05;0.000171832732926429;0.000788586924012522;0.00055616608898712;0.00064923625857988;0.000221827989724281;0.000237173413759406;0.000452672274052222;0.000691497076027327;0.000297193637973014;0.000237176744046501;3.26936814556535e-06;0.000809013259301524;0.000663578088341509
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"Sodaliphilus";NA;8.85311412672137e-05;0;5.80972034118903e-05;9.58295409679806e-05;3.6690123885871e-05;5.76214043250229e-05;6.31853952612284e-05;3.10897227636152e-06;0;4.60873183501267e-06;2.43586519191268e-06;0;0;0;0;0;0;0.000137898699615263;2.20188387408834e-05;0;0;3.11844589385001e-05;4.98474667517397e-06;0;3.20294158154849e-06;3.26387536964111e-05;0;0;9.42185797020203e-06;8.47140743754854e-05;2.24228346568596e-05;0;1.82484193827411e-05;7.75035587050705e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";NA;"Candidatus Cryptobacteroides";NA;2.49815596645108e-05;0;8.2996004874129e-06;3.15172712516914e-05;6.67093161561292e-06;3.81493435531186e-05;6.98364894992524e-05;2.48717782108922e-06;0.000154304935286751;3.2590317976161e-05;0;0;0;0;0;0;0;2.17734788866204e-06;0;0;0;1.27283505871429e-06;0;1.3372001158179e-05;3.23497099736398e-05;8.95399437689153e-06;5.02249582078743e-05;6.33588511742571e-05;6.72989855014431e-05;3.92323377230732e-05;4.67405567495101e-05;0;1.79442790596954e-05;1.58697763062763e-05
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";NA;NA;"Bacteroidales bacterium";0.000512779382587327;3.24132764780454e-05;0.000323684419009103;0.000737674510917966;0.00596881606306966;0.000747488700243917;0.00270932323785909;0.000199285122914773;0.00178614427884999;0.000647856017950352;0.0003961325768348;0;0.000138245442021191;1.97670542506804e-05;6.24452433272574e-05;0.000133612826831376;0.000166214126477048;0.000420953925141328;0.000125254705624369;0.000129075174504024;0.000115715088635309;0.000865846048690396;0.00359533161858048;0.00689640492384372;0.00655225759337375;0.00114986618110984;0.00246722356431027;0.00160763542859019;0.0014364968455283;0.00457247688329977;0.000550464800097271;7.92821775299597e-05;0.00363690998298031;0.000415935765050545
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";NA;NA;NA;0.108410765211469;0.00789299296992048;0.0565979937602095;0.029979313596423;0.107536084736842;0.124589795209555;0.126142325435381;0.0267666968133345;0.100682102523992;0.139387473203516;0.0382120262318323;0.0298783853650383;0.00548515376881002;0.0712174019561597;0.0357127468850751;0.1465820718789;0.0118135151373873;0.0567097515428324;0.0356272030118884;0.06990748864232;0.0264712040859059;0.0148208914236692;0.0963441867884274;0.132558284868926;0.140449949233376;0.0590313742186196;0.121720806277996;0.0691996975569056;0.128545436741814;0.0771210546763384;0.0910894497404794;0.033513475518154;0.130204297137796;0.192087403346604
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"Butyricimonas sp.";2.19136488285182e-06;0;0;0;1.33418632312258e-06;0;3.99065654281442e-06;0;0;3.29195131072333e-07;1.21793259595634e-06;0;0;0;0;4.80046084424105e-06;0;0;0;0;0;0;0;1.63738789691988e-06;0;0;0;0;0;0;0;0;0;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";"Butyricimonas virosa";0.000389186403194484;0;1.43356735691677e-05;0.000198473627071462;0.000493982486136136;0.000201078831644563;0.000742262116963483;0.000135551191249362;0.00471190377808594;0.000542184380876133;0.000224708563953945;0.000174443239376941;0;3.59400986376007e-06;1.06156913656338e-05;0.000157215092648894;0;0;0;0;0;0;0.000150539349590254;0.00027480826869972;0.00014989766601647;6.35444762231012e-06;0.000255775250132693;0.000534351756891325;0.000346253280404925;0.000143736175374799;0;3.10589973828708e-05;4.31879258724873e-05;0.00218966006570087
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";"Butyricimonas";NA;0.00104791068697974;0;0.00460476925224372;0.000728730420427621;0.000891570010426666;0.00841351980944403;0.00077751291642501;0.000378051028805561;0.00578025712891674;0.000949727953143682;0.000477125094465897;0.000604477408871629;0;1.79700493188004e-05;0.00387597625332287;0.00741871219637085;3.69364725504552e-06;0;0;0;0;0;0.000311380508975867;0.000608016705722916;0.000365455634454683;1.09758640748993e-05;0.000967915552623355;0.029435148208185;0.000742980799935931;0.0248507348425169;0.00628218347879226;0.000392324177467842;0.00283854163498538;0.00588547262223695
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Odoribacteraceae";NA;NA;8.32718655483693e-06;0;0;0;2.00127948468387e-05;9.93472488362463e-06;1.33021884760481e-05;1.39903752436268e-05;9.7697724390122e-06;2.0739293257557e-05;3.44065958357667e-05;1.50633437902094e-05;0;0;3.18470740969013e-05;0;0;0;0.000126337599332937;0;0;0;4.32011378515077e-06;3.54767377665975e-06;9.60882474464548e-06;0;0;0;3.39859876782287e-05;0;3.15814572631825e-06;4.00497597831755e-05;0;5.16690391367137e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";NA;NA;0.00024061186413713;0;3.24438928144322e-05;6.4738178787258e-05;3.26875649165033e-05;1.11268918696596e-05;0;2.30063948450752e-05;0.000305161715595028;2.962756179651e-05;0;1.45774294743962e-05;0;5.99001643960012e-06;0;3.60034563318079e-06;2.05202625280307e-06;1.70558917945193e-05;0;0;0;5.09134023485716e-06;7.47712001276095e-05;5.64898824437359e-05;0.000449052409733099;5.45904818462097e-05;0.000101069977628191;0;0.000556899105024441;3.95795265524809e-05;3.22130864084461e-05;0;2.58519274588833e-05;1.8453228263112e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";NA;"Paludibacteraceae bacterium";7.18767681575399e-05;0;1.35811644339484e-05;9.11445411873237e-05;0.00238352386625849;3.57650095810487e-06;0;6.21794455272304e-06;0.000151718819052895;0.000984622637037349;0;0;0;0;0;8.64082951963389e-05;2.8728367539243e-06;0;0;1.60876304454291e-05;0;0;0.000211685575472388;0.000209039854840105;0.00301621008734422;0.000143552748558551;0.00198264572678615;0;0.00111716315932395;4.16626595289272e-06;4.29507818779282e-05;0;0.000144770793769746;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Paludibacteraceae";"Paludibacter";NA;5.69754869541474e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Porphyromonadaceae";NA;"Porphyromonadaceae bacterium";2.14753758519479e-05;0;0;1.27772721290641e-06;0;0;1.33021884760481e-06;0;0;6.55098310833943e-05;1.33972585555198e-05;1.45774294743962e-06;0;0;0;0;2.46243150336368e-06;6.82235671780773e-05;5.0535039733175e-06;0;6.12249146218566e-07;0;1.99389867006959e-06;2.7289798281998e-07;0;2.88838528286824e-06;2.17021424355012e-06;9.16031583242271e-06;2.69195942005772e-06;1.31931755174936e-05;1.48432849136958e-05;0;0;0.000407078215484251
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";"Alloprevotella rava";0.000154710360729339;0;6.79058221697419e-06;0;0;8.74255789758968e-05;0;0;0.00016436205397397;1.02050490632423e-05;0;0;2.12685295417217e-06;2.39600657584005e-06;0;0;0;0;0;0;0;0;0;4.09346974229971e-06;0;2.31070822629459e-06;0;0;0;1.87481967880173e-05;0;8.9907624003047e-06;5.68742404095432e-05;5.90503304419585e-06
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";"Alloprevotella sp.";5.30310301650142e-05;0;4.97976029244774e-05;1.10736358451889e-05;0;0;0;4.04166395926998e-06;2.29876998564993e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.34042848710025e-06;0;0;0;0;0;9.42835001441625e-06;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Alloprevotella";NA;0.000251130415574819;0.000195920248933963;0.000356128311823535;2.98136349678162e-06;0.000217472370668981;0.00054362814563194;0.000497501849004198;0.000113788385314832;0.000765777751469632;3.3577903369378e-05;0;0;0;7.48752054950015e-06;0;0;0;0;0;0;9.39802439445498e-05;0;6.31401245522036e-06;8.18693948459941e-07;0.000113384131986817;2.88838528286824e-07;7.53374373118114e-05;1.52671930540378e-05;0.000213337784039574;6.59658775874681e-06;3.82135632884508e-05;5.55792584746109e-05;0.00028193807946335;5.42524910935494e-05
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Candidatus Caccomonas";NA;6.13582167198511e-06;0;0;5.11090885162563e-06;0;0;0;0;0;0;0;0;0;1.19800328792002e-06;0;0;0;0;0;0;0;0;0;1.85570628317587e-05;1.02494130609552e-05;2.59954675458141e-06;6.82067333687182e-06;0;4.03793913008658e-05;0;0;9.80810443669604e-06;0.000100670446928122;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Hallella";"Hallella sp. CLA-AA-H145";6.13582167198511e-06;0;4.52705481131613e-06;0;1.63437824582516e-05;0;2.49416033925901e-05;0;9.7697724390122e-06;0;0;3.35280877911113e-05;0;1.01830279473202e-05;0;0.000233222389349378;0;7.25782629554014e-07;2.34626970189741e-05;2.61891658413962e-06;0;0;0;0;1.12102955354197e-05;0;0;3.43511843715852e-06;0;1.84010079586095e-05;0.000208437617937004;6.53873629113069e-06;7.29936775309645e-06;0
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";NA;NA;0.0021887352449924;0.000550305405093926;0.00109403824606806;0.00143233220566808;0.00232015001591017;0.00320772397042472;0.00167541063855826;0.000490906722437484;0.00484753120723929;0.000680446335926513;0.000886959413005206;0.00292228869530063;0.000261602913363177;0.00263291172602623;0.00205569741033331;0.00446482862354786;0.000377572830515764;0.000450348121638266;0.00397061026474946;0.00870078915439299;0.00109072185398837;0.000135238724988393;0.00162702131477678;0.00103346466093927;0.00211233997303123;0.000545038302877236;0.00188808639188861;0.000529008239322411;0.00301465805553714;0.00104538556534667;0.00979435734103079;0.000724982386279116;0.00580816774920346;0.00101418942534064
"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";NA;"Prevotellaceae bacterium";3.06791083599255e-06;2.16088509853636e-05;0.000172028082830013;1.27772721290641e-05;8.33866451951614e-06;0.000218166558444397;5.65343010232043e-06;7.11954651286788e-05;9.39622231634408e-05;1.6788951684689e-05;0;0;5.31713238543042e-07;2.24625616485004e-05;0;5.60053765161455e-06;0;0;0;0;4.89799316974853e-06;0;6.31401245522036e-06;6.54955158767953e-06;0.000298193861242165;2.31070822629459e-06;0.000166176404934695;2.29007895810568e-06;3.26400079681999e-05;5.24255132405668e-05;4.67405567495101e-05;0;0.000498790129794924;0.000446937188532573
